"date","actual_rv_gk","returns_test","garch_norm_static","gjr_t_static","garch_norm_roll","gjr_t_roll"
2022-06-06,9.96738229206916e-05,0.00313740077891311,0.000158926050477418,0.000144061390533293,0.000281414188007903,0.000291090773817951
2022-06-07,0.000117485445917383,0.00952339317323503,0.000158927774131132,0.000144064775086983,0.000250767246413861,0.0002639517079258
2022-06-08,5.9768798003184e-05,-0.0107939457859356,0.000158929480692385,0.000144068130282104,0.000231897183135201,0.000239513878793967
2022-06-09,0.000149206364905011,-0.0237986939763536,0.000158931170330672,0.000144071456373323,0.000219733703665538,0.000239103243641049
2022-06-10,4.30203885113465e-05,-0.0291103033355247,0.000158932843213809,0.000144074753613093,0.000259174646733225,0.000319225182209074
2022-06-13,0.00016588847388151,-0.0387684306652373,0.000158934499507946,0.00014407802225168,0.000323920614215114,0.000440962870559904
2022-06-14,0.000166103675234607,-0.00377367974599574,0.000158936139377587,0.00014408126253718,0.000452257874875113,0.000667639005699386
2022-06-15,0.000446751771091029,0.0145925048589832,0.000158937762985604,0.000144084474715534,0.000402273669384288,0.000606018226670372
2022-06-16,0.000181429299041077,-0.0325119514881634,0.000158939370493254,0.000144087659030552,0.000377987289017481,0.000548068010214058
2022-06-17,0.000183778899288783,0.00220086569825462,0.000158940962060194,0.000144090815723928,0.000451670931250256,0.000684917952870902
2022-06-21,7.97778042289391e-05,0.024477242280087,0.0001589425378445,0.000144093945035261,0.000400300271619614,0.000618903870954163
2022-06-22,0.000231597276586369,-0.00130157231440065,0.000158944098002679,0.000144097047202069,0.00041630884064052,0.00056009987969583
2022-06-23,0.00011060276175739,0.00953221740917787,0.000158945642689685,0.000144100122459812,0.000369144342472439,0.000507197305201456
2022-06-24,7.30710360084582e-05,0.0305632935858358,0.000158947172058938,0.000144103171041907,0.000336361212394182,0.000459060921158188
2022-06-27,3.66359397959702e-05,-0.00297307153377624,0.000158948686262334,0.000144106193179746,0.000394668853560328,0.000416172405476275
2022-06-28,0.000308198550875508,-0.0201430360758921,0.000158950185450264,0.000144109189102713,0.000351139612521931,0.000378805554615516
2022-06-29,4.71538425806139e-05,-0.000711745409159081,0.000158951669771628,0.000144112159038204,0.000357136256998692,0.000416421922235891
2022-06-30,0.000225900326511502,-0.00875927826799872,0.000158953139373849,0.000144115103211642,0.000317276236272334,0.000377339411319245
2022-07-01,0.000157683366708243,0.0105538140290473,0.000158954594402888,0.000144118021846493,0.000290700392118381,0.000356221429450622
2022-07-05,0.000243244630477977,0.00158412851423662,0.000158956035003258,0.000144120915164287,0.000269016334749314,0.00032298800275499
2022-07-06,0.000123913050042005,0.0035731642904302,0.000158957461318041,0.000144123783384631,0.000239268275422039,0.000292628160756821
2022-07-07,3.96920192956815e-05,0.0149645879652418,0.000158958873488897,0.000144126626725227,0.000214096352682751,0.000265262992951093
2022-07-08,7.65443349325362e-05,-0.000830271529819071,0.000158960271656085,0.000144129445401889,0.000212802175270115,0.000240884450210233
2022-07-11,1.99281154285753e-05,-0.0115274614227773,0.00015896165595847,0.000144132239628559,0.000189710106615334,0.000218636747609746
2022-07-12,0.000142512315723553,-0.00924387871732157,0.000158963026533541,0.000144135009617324,0.000184705037083219,0.00022322836763175
2022-07-13,0.000158852940740568,-0.00445690251221009,0.000158964383517425,0.000144137755578428,0.000175098049956793,0.000218692583156308
2022-07-14,0.000179405495981243,-0.00299863390215227,0.000158965727044896,0.000144140477720296,0.00015859887134886,0.000202460771992184
2022-07-15,1.97042698100529e-05,0.0192012493594367,0.000158967057249394,0.000144143176249542,0.000143008465503214,0.000185694166700166
2022-07-18,0.000162902604479774,-0.00836357158083134,0.000158968374263035,0.000144145851370988,0.000165888187391744,0.000169548970600508
2022-07-19,5.89157394912645e-05,0.0276282916459596,0.000158969678216626,0.00014414850328768,0.000156489072177766,0.000167500498307006
2022-07-20,7.20965366970964e-05,0.00589580619326324,0.000158970969239675,0.000144151132200903,0.000218557684849172,0.000153913761621615
